code,count,percent,code_int,label,col_name,q_no,question_text,multi_group
6.0,227,6.978173993237012,6,6.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
7.0,191,5.8715032277897325,7,7.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
8.0,63,1.936673839532739,8,8.0,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
,1,0.03074085459575776,,,v079_num,Q27.f,How satisfied are you with each of the following attributes or aspects of your degree? Overall relationship with supervisor [numeric],
,757,23.270826928988626,,,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
1.0,462,14.202274823240085,1,1.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
2.0,431,13.249308330771594,2,2.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
3.0,402,12.35782354749462,3,3.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
4.0,376,11.558561328004918,4,4.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
5.0,363,11.158930218260068,5,5.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
6.0,290,8.914847832769752,6,6.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
7.0,134,4.11927451583154,7,7.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
8.0,38,1.168152474638795,8,8.0,v080_num,Q27.g,How satisfied are you with each of the following attributes or aspects of your degree? Overall compensation and benefits [numeric],
1.0,605,18.598217030433446,1,1.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
2.0,493,15.155241315708576,2,2.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
3.0,491,15.09375960651706,3,3.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
4.0,440,13.525976022133415,4,4.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
5.0,385,11.83522901936674,5,5.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
6.0,378,11.620043037196433,6,6.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
7.0,358,11.005225945281278,7,7.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
8.0,102,3.135567168767292,8,8.0,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
,1,0.03074085459575776,,,v081_num,Q27.h,How satisfied are you with each of the following attributes or aspects of your degree? Vacation time [numeric],
1.0,660,20.288964033200124,1,1.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
2.0,611,18.782662158007994,2,2.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
3.0,435,13.372271749154626,3,3.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
4.0,392,12.050415001537043,4,4.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
5.0,391,12.019674146941286,5,5.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
6.0,319,9.806332616046726,6,6.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
7.0,296,9.099292960344298,7,7.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
8.0,148,4.549646480172149,8,8.0,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
,1,0.03074085459575776,,,v082_num,Q27.i,How satisfied are you with each of the following attributes or aspects of your degree? Guidance received from adviser in lab/research  [numeric],
1.0,639,19.64340608668921,1,1.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
2.0,635,19.520442668306178,2,2.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
3.0,496,15.247463879495852,3,3.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
4.0,454,13.956347986474023,4,4.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
5.0,396,12.173378419920073,5,5.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
6.0,278,8.545957577620658,6,6.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
7.0,265,8.146326467875808,7,7.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
8.0,89,2.735936059022441,8,8.0,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
,1,0.03074085459575776,,,v083_num,Q27.j,How satisfied are you with each of the following attributes or aspects of your degree? Ability to attend meetings and conferences [numeric],
1.0,651,20.012296341838304,1,1.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
2.0,640,19.674146941284967,2,2.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
3.0,632,19.428220104518907,3,3.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
4.0,441,13.556716876729173,4,4.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
5.0,391,12.019674146941286,5,5.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
6.0,331,10.17522287119582,6,6.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
7.0,139,4.272978788810329,7,7.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
8.0,27,0.8300030740854596,8,8.0,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
,1,0.03074085459575776,,,v084_num,Q27.k,How satisfied are you with each of the following attributes or aspects of your degree? Work-life balance [numeric],
1.0,635,19.520442668306178,1,1.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
2.0,600,18.444512757454657,2,2.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
3.0,565,17.368582846603136,3,3.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
4.0,476,14.632646787580693,4,4.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
5.0,453,13.925607131878268,5,5.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
6.0,309,9.49892407008915,6,6.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
7.0,161,4.949277589917,7,7.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
8.0,53,1.6292652935751613,8,8.0,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
,1,0.03074085459575776,,,v085_num,Q27.l,How satisfied are you with each of the following attributes or aspects of your degree? Career pathway guidance and advice [numeric],
1.0,637,19.581924377497696,1,1.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
2.0,593,18.229326775284353,2,2.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
3.0,574,17.645250537964955,3,3.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
4.0,354,10.882262526898248,4,4.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
5.0,293,9.007070396557024,5,5.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
6.0,291,8.94558868736551,6,6.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
7.0,285,8.761143559790963,7,7.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
8.0,225,6.916692284045496,8,8.0,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
,1,0.03074085459575776,,,v086_num,Q27.m,How satisfied are you with each of the following attributes or aspects of your degree? Quality of teaching [numeric],
1.0,700,21.518598217030434,1,1.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
2.0,600,18.444512757454657,2,2.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
3.0,474,14.571165078389178,3,3.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
4.0,429,13.18782662158008,4,4.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
5.0,366,11.251152782047342,5,5.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
6.0,240,7.377805102981863,6,6.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
7.0,227,6.978173993237012,7,7.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
8.0,216,6.640024592683677,8,8.0,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
,1,0.03074085459575776,,,v087_num,Q27.n,How satisfied are you with each of the following attributes or aspects of your degree? Balance of teaching and practical elements [numeric],
1.0,860,26.437134952351677,1,1.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
2.0,786,24.162311712265602,2,2.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
3.0,533,16.384875499538886,3,3.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
4.0,459,14.110052259452813,4,4.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
5.0,435,13.372271749154626,5,5.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
6.0,179,5.502612972640639,6,6.0,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
,1,0.03074085459575776,,,v091_num,Q32.a,My supervisor â¦ Makes time for frank conversations about my career    [numeric],
1.0,1088,33.44604980018445,1,1.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
2.0,669,20.565631724561943,2,2.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
3.0,546,16.78450660928374,3,3.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
4.0,514,15.800799262219488,4,4.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
5.0,242,7.439286812173379,5,5.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
6.0,193,5.932984936981248,6,6.0,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
,1,0.03074085459575776,,,v092_num,Q32.b,My supervisor â¦ Is open to the idea of me pursuing a career outside academia [numeric],
1.0,632,19.428220104518907,1,1.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
2.0,592,18.198585920688597,2,2.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
3.0,570,17.522287119581925,3,3.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
4.0,506,15.554872425453429,4,4.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
5.0,488,15.001537042729787,5,5.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
6.0,464,14.263756532431602,6,6.0,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
,1,0.03074085459575776,,,v093_num,Q32.c,My supervisor â¦ Has useful advice for careers outside academia [numeric],
1.0,740,22.748232400860743,1,1.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
2.0,662,20.35044574239164,2,2.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
3.0,576,17.70673224715647,3,3.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
4.0,546,16.78450660928374,4,4.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
5.0,458,14.079311404857057,5,5.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
6.0,270,8.300030740854595,6,6.0,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
,1,0.03074085459575776,,,v094_num,Q32.d,My supervisor â¦ Has encouraged me to attend career training and events [numeric],
1.0,700,21.518598217030434,1,1.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
2.0,675,20.75007685213649,2,2.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
3.0,614,18.874884721795265,3,3.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
4.0,576,17.70673224715647,4,4.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
5.0,281,8.638180141407931,5,5.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
6.0,257,7.900399631109744,6,6.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
7.0,138,4.242237934214571,7,7.0,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
,12,0.3688902551490931,,,v097_num,Q35.a,Mental health and wellbeing services in my university are tailored and appropriate to the needs of graduate students [numeric],
1.0,685,21.057485398094066,1,1.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
2.0,576,17.70673224715647,2,2.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
3.0,545,16.75376575468798,3,3.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
4.0,497,15.278204734091608,4,4.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
5.0,425,13.06486320319705,5,5.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
6.0,363,11.158930218260068,6,6.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
7.0,146,4.488164770980633,7,7.0,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
,16,0.49185367353212417,,,v098_num,Q35.b,My supervisor has a good awareness of support services and was able to signpost me to them if needed [numeric],
1.0,726,22.317860436520135,1,1.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
2.0,583,17.921918229326774,2,2.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
3.0,580,17.829695665539504,3,3.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
4.0,545,16.75376575468798,4,4.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
5.0,428,13.157085766984322,5,5.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
6.0,244,7.500768521364893,6,6.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
7.0,127,3.904088533661236,7,7.0,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
,20,0.6148170919151552,,,v099_num,Q35.c,My university offers adequate one-to-one mental health support [numeric],
1.0,993,30.52566861358746,1,1.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
2.0,556,17.091915155241317,2,2.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
3.0,526,16.16968951736858,3,3.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
4.0,487,14.970796188134031,4,4.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
5.0,408,12.542268675069169,5,5.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
6.0,165,5.072241008300031,6,6.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
7.0,102,3.135567168767292,7,7.0,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
,16,0.49185367353212417,,,v100_num,Q35.d,"My university offers different types of support to promote mental health and wellbeing beyond one-to-one support (e.g. workshops, seminars, activities) [numeric]",
1.0,759,23.33230863818014,1,1.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
2.0,750,23.055640946818322,2,2.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
3.0,696,21.395634798647404,3,3.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
4.0,547,16.815247463879494,4,4.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
5.0,341,10.482631417153398,5,5.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
6.0,87,2.6744543498309254,6,6.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
7.0,54,1.6600061481709192,7,7.0,v101_num,Q35.e,My university supports good work-life balance [numeric],
,19,0.5840762373193975,,,v101_num,Q35.e,My university supports good work-life balance [numeric],
1.0,815,25.053796495542574,1,1.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
2.0,734,22.5637872732862,2,2.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
3.0,588,18.075622502305563,3,3.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
4.0,536,16.47709806332616,4,4.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
5.0,418,12.849677221026745,5,5.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
6.0,105,3.2277897325545655,6,6.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
7.0,48,1.4755610205963725,7,7.0,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
,9,0.27666769136181985,,,v102_num,Q35.f,"There is a long-hours culture at my university, including sometimes working through the night      [numeric]",
1.0,1561,47.98647402397786,1,1.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
2.0,769,23.63971718413772,2,2.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
3.0,596,18.321549339071627,3,3.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
4.0,164,5.041500153704273,4,4.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
5.0,122,3.7503842606824467,5,5.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
6.0,40,1.2296341838303104,6,6.0,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
,1,0.03074085459575776,,,v123_num,Q41.a,How much do you expect your graduate degree to improve your job prospects? [numeric],
1.0,949,29.17307101137412,1,1.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
2.0,622,19.12081155856133,2,2.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
3.0,587,18.044881647709808,3,3.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
4.0,562,17.276360282815862,4,4.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
5.0,433,13.310790039963111,5,5.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
6.0,99,3.0433446049800184,6,6.0,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
,1,0.03074085459575776,,,v164_num,Q48.a,How much more likely are you now to pursue a research career than when you launched your graduate degree? [numeric],
1.0,1389,42.69904703350753,1,1.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
2.0,1281,39.37903473716569,2,2.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
3.0,340,10.451890562557638,3,3.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
4.0,154,4.734091607746695,4,4.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
5.0,52,1.5985244389794036,5,5.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
6.0,36,1.1066707654472794,6,6.0,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
,1,0.03074085459575776,,,v197_num,Q52.a,How well is your current graduate degree preparing you to carry out each of the following activities? Collecting and analyzing data      [numeric],
1.0,1340,41.192745158315404,1,1.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
2.0,1134,34.8601291115893,2,2.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
3.0,427,13.126344912388566,3,3.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
4.0,169,5.195204426683062,4,4.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
5.0,127,3.904088533661236,5,5.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
6.0,55,1.6907470027666769,6,6.0,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
,1,0.03074085459575776,,,v198_num,Q52.b,How well is your current graduate degree preparing you to carry out each of the following activities? Designing robust reproducible experiments [numeric],
1.0,1241,38.14940055333538,1,1.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
2.0,1109,34.09160774669536,2,2.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
3.0,483,14.847832769751,3,3.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
4.0,259,7.961881340301261,4,4.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
5.0,83,2.551490931447894,5,5.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
6.0,77,2.3670458038733475,6,6.0,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
,1,0.03074085459575776,,,v199_num,Q52.c,How well is your current graduate degree preparing you to carry out each of the following activities? Writing a paper for publication in a peer-reviewed journal [numeric],
1.0,889,27.32861973562865,1,1.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
2.0,800,24.592683676606207,2,2.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
3.0,644,19.797110359668,3,3.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
4.0,365,11.220411927451583,4,4.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
5.0,350,10.759299108515217,5,5.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
6.0,204,6.271134337534584,6,6.0,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
,1,0.03074085459575776,,,v200_num,Q52.d,How well is your current graduate degree preparing you to carry out each of the following activities? Applying for funding  [numeric],
1.0,1158,35.59790962188749,1,1.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
2.0,787,24.193052566861358,2,2.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
3.0,610,18.751921303412235,3,3.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
4.0,306,9.406701506301875,4,4.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
5.0,254,7.808177067322472,5,5.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
6.0,137,4.211497079618813,6,6.0,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
,1,0.03074085459575776,,,v201_num,Q52.e,How well is your current graduate degree preparing you to carry out each of the following activities? Finding a satisfying career [numeric],
1.0,1207,37.10421149707962,1,1.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
2.0,794,24.408238549031662,2,2.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
3.0,676,20.780817706732247,3,3.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
4.0,341,10.482631417153398,4,4.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
5.0,142,4.365201352597603,5,5.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
6.0,92,2.828158622809714,6,6.0,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
,1,0.03074085459575776,,,v202_num,Q52.f,How well is your current graduate degree preparing you to carry out each of the following activities? Managing complex projects [numeric],
